Name,Gender,Age,Email,Salary,Job_Title,Department,Join_Date
,Unknown,999,,52922.79231802771,  teacher,SALES,2014-06-29
J@ne,M,36,user31@example.com,47619.88334434046,Engineer  ,,2036-06-22
null,Other,58,user32@example.com,49375.677600612275,,fin,2011-12-25
Chris,Male,39,user33@example.com,58340.84971743284,manager,HR,2040-08-12
Chris,,63,user34@example.com,41871.51313417178,  teacher,SALES,2040-04-22
,Female,41,user35@example.com,59583.3656890516,Engineer  ,Sales,2044-11-06
Bob,,56,user36@example.com,73509.61799958428,,SALES,2042-07-06
null,Male,42,user37@example.com,55146.63624427638,Data Scientist,,2043-06-28
Chris,Male,30,user38@example.com,38268.56472091297,doctor,hr,2022-12-18
Jane,Male,29,user39@example.com,40774.72982990305,Data Scientist,,2017-10-08
,M,61,,46276.056488223265,doctor,SALES,2043-01-18
J@ne,F,65,user41@example.com,41076.64554395651,Engineer,HR,2042-12-28
,Other,58,user42@example.com,35132.29535584925,DataScientist,SALES,2011-12-11
J@ne,M,69,user43@example.com,52316.10915442538,Engineer  ,fin,2031-06-22
Alice,M,66,user44@example.com,46682.04002411302,Data Scientist,Finance,2012-07-15
Bob,,-1,user45@example.com,52845.81325337087,DataScientist,,2014-01-05
Chris,F,17,user46@example.com,67795.81118322932,Engineer  ,hr,2028-08-13
NaN,M,51,user47@example.com,46454.70749113461,  teacher,Sales,2041-04-14
John,Male,65,user48@example.com,32218.699929795333,Engineer,,2013-09-29
Bob,Male,21,user49@example.com,44016.61261619673,  teacher,,2025-12-07
,,35,,61556.37825674964,doctor,Finance,2017-11-19
Chris,,23,user51@example.com,60151.55406075432,DataScientist,IT,2033-05-15
,Female,53,user52@example.com,57779.59471420351,Engineer  ,IT,2013-03-10
Chris,M,32,user53@example.com,40629.39915256845,Teacher,Sales,2033-01-02
John,Female,18,user54@example.com,61278.53927049048,DataScientist,SALES,2036-02-03
,Other,39,user55@example.com,64653.48617055599,Manager,fin,2041-08-11
J@ne,Unknown,28,user56@example.com,39568.67555165036,,,2027-06-06
,Male,64,user57@example.com,,Data Scientist,SALES,2047-05-19
Bob,,999,user58@example.com,80306.02945523168,Engineer  ,,2034-07-02
J@ne,Other,23,user59@example.com,38901.885853049185,manager,,2020-10-18
Chris,,40,,24423.69996134413,manager,SALES,2037-09-20
,,67,user61@example.com,70743.56651697197,,Finance,2016-01-10
null,Unknown,16,user62@example.com,67049.0715755684,doctor,IT,2016-05-15
,Unknown,34,user63@example.com,43145.49014633863,DataScientist,Ops,2027-01-03
Chris,,42,user64@example.com,48305.1232719787,DataScientist,HR,2039-11-27
John,F,61,user65@example.com,31625.974247165715,manager,Finance,2032-02-15
null,,21,user66@example.com,51334.284089145534,DataScientist,,2024-07-21
Chris,Male,58,user67@example.com,67488.705730571,,fin,2046-09-02
NaN,Other,22,user68@example.com,41860.92737362583,DataScientist,fin,2045-04-30
Bob,F,61,user69@example.com,63156.52968179439,doctor,HR,2028-10-08
NaN,Unknown,49,,56955.85786085648,Data Scientist,fin,2045-04-16
J@ne,Other,28,user71@example.com,,Manager,SALES,2042-08-24
Alice,,31,user72@example.com,42735.362291204474,Data Scientist,fin,2021-05-09
Chris,F,50,user73@example.com,44680.637255997586,Manager,Ops,2016-08-14
Jane,F,64,user74@example.com,22298.413482928976,Teacher,fin,2016-06-12
Jane,Male,54,user75@example.com,41499.95881234841,Data Scientist,,2011-06-19
,,18,user76@example.com,67452.28187046888,,Finance,2017-09-24
,Female,16,user77@example.com,36060.017088465895,Engineer,SALES,2044-10-16
,,20,user78@example.com,38295.47519214643,Teacher,IT,2020-04-26
,,68,user79@example.com,59602.84735560686,Manager,fin,2012-08-26
NaN,,56,,56041.5243798964,Manager,Sales,2028-08-27
Bob,F,18,user81@example.com,60347.94874694451,Teacher,Sales,2015-08-09
Chris,F,68,user82@example.com,,Manager,Sales,2014-11-09
John,Male,43,user83@example.com,88460.8692395052,Engineer  ,fin,2023-10-22
,Female,32,user84@example.com,31763.699387491244,Engineer,,2018-02-11
J@ne,,40,user85@example.com,52313.709706011025,,,2010-09-26
null,Unknown,58,user86@example.com,47620.167561971204,Engineer  ,hr,2032-07-04
J@ne,M,48,user87@example.com,32200.37723952429,Manager,fin,2023-04-30
Chris,M,24,user88@example.com,44446.858657801255,Data Scientist,,2029-10-07
Alice,Female,50,user89@example.com,50349.61401328805,Engineer  ,hr,2025-03-09
,Other,28,,40250.40182204795,Data Scientist,HR,2039-10-16
null,Male,45,user91@example.com,64058.35432302274,Teacher,Ops,2039-11-13
NaN,Female,62,user92@example.com,47575.613818062935,DataScientist,,2047-04-14
Chris,,29,user93@example.com,29880.8799347257,  teacher,fin,2036-04-06
Alice,,22,user94@example.com,28608.117009960544,Manager,Finance,2017-10-29
NaN,M,28,user95@example.com,59092.476359171844,  teacher,SALES,2031-12-14
Alice,F,37,user96@example.com,27698.438259494957,Engineer,Finance,2022-11-13
,M,-1,user97@example.com,54746.39109573625,Data Scientist,Finance,2042-06-08
NaN,F,54,user98@example.com,56669.82778500439,Engineer  ,HR,2034-06-11
Bob,Male,35,user99@example.com,35069.669541139745,  teacher,SALES,2045-04-09
Jane,F,30,,63361.071256623356,doctor,HR,2016-10-09
J@ne,Female,59,user101@example.com,24233.095643575518,Manager,hr,2017-10-22
Bob,F,32,user102@example.com,54446.88400997838,  teacher,HR,2042-08-10
null,Other,61,user103@example.com,,Engineer  ,Sales,2013-05-26
,,67,user104@example.com,48215.0303640366,Engineer  ,Ops,2027-05-09
Jane,Female,38,user105@example.com,32331.550355291412,Engineer,Sales,2048-03-29
Bob,,40,user106@example.com,,manager,fin,2019-04-21
Chris,Male,39,user107@example.com,74282.03037530897,,hr,2014-06-22
Alice,Female,59,user108@example.com,68227.3251330763,doctor,,2040-09-02
null,Other,55,user109@example.com,61131.268827856984,  teacher,hr,2038-11-07
Chris,Male,43,,64097.72155294532,,,2040-07-15
Jane,M,29,user111@example.com,62690.20317006903,doctor,Ops,2035-11-25
Alice,Other,59,user112@example.com,45149.65681570687,manager,HR,2039-02-27
null,Male,15,user113@example.com,50714.05327721527,  teacher,HR,2024-11-17
,Unknown,39,user114@example.com,27912.374329384867,doctor,SALES,2035-06-24
Jane,F,21,user115@example.com,48654.56559788711,,fin,2032-05-23
null,Female,23,user116@example.com,67751.2137430878,Data Scientist,Finance,2038-09-05
Bob,Male,38,user117@example.com,40089.39127614297,Engineer  ,IT,2023-07-23
null,Female,15,user118@example.com,65347.118070308396,DataScientist,hr,2013-01-20
Jane,F,58,user119@example.com,51373.78608040645,Teacher,hr,2034-02-19
,Male,22,,29219.422014954016,Manager,fin,2025-10-12
Bob,M,38,user121@example.com,33390.207299805326,DataScientist,Sales,2019-11-24
Chris,Unknown,25,user122@example.com,63789.54304561632,  teacher,,2011-08-21
Jane,Unknown,65,user123@example.com,58287.861278875775,  teacher,fin,2039-07-17
,Other,31,user124@example.com,51526.46109481438,doctor,IT,2024-08-04
John,Male,22,user125@example.com,45889.52278628082,Engineer  ,HR,2036-01-20
,F,49,user126@example.com,53158.51966442878,manager,,2035-08-26
,Male,49,user127@example.com,63204.443738798735,Engineer,Sales,2028-01-30
John,Female,47,user128@example.com,72137.79920730928,doctor,Sales,2037-10-04
J@ne,,19,user129@example.com,72855.26299160907,Engineer,SALES,2024-06-02
Alice,,56,,55579.39851137747,Teacher,Ops,2024-09-01
,Male,53,user131@example.com,47421.02464453219,,IT,2017-02-19
NaN,Unknown,999,user132@example.com,52193.720117282835,doctor,Sales,2016-10-23
,Unknown,55,user133@example.com,57831.8053588262,Teacher,IT,2031-03-02
,,42,user134@example.com,57771.00415767637,Manager,fin,2017-07-23
John,Unknown,21,user135@example.com,69619.79955710158,doctor,,2039-04-17
NaN,M,23,user136@example.com,81736.33582874983,Engineer  ,,2045-11-05
,Male,22,user137@example.com,46921.180555788706,Engineer  ,hr,2020-12-27
NaN,Other,26,user138@example.com,,  teacher,HR,2010-09-19
Bob,Male,48,user139@example.com,,Manager,hr,2033-11-06
John,,47,,48487.65514722188,  teacher,Sales,2014-05-04
null,Unknown,62,user141@example.com,72478.4725829762,Engineer,Ops,2027-05-30
Bob,Female,69,user142@example.com,75284.72452128747,DataScientist,hr,2017-07-16
,Unknown,37,user143@example.com,43095.5683370923,manager,hr,2019-02-03
,Male,38,user144@example.com,75983.22878728472,Manager,hr,2025-08-24
Jane,M,51,user145@example.com,66126.24231553945,,IT,2038-07-04
John,F,49,user146@example.com,85528.38691968788,manager,fin,2017-04-23
J@ne,Male,58,user147@example.com,43639.421270007515,manager,Ops,2039-06-05
J@ne,Male,54,user148@example.com,44698.59884396006,Data Scientist,,2023-01-01
,Other,36,user149@example.com,19600.0680538499,doctor,SALES,2023-01-29
J@ne,M,41,,58567.90880851943,,IT,2034-12-17
Alice,,49,user151@example.com,55628.768834280774,Manager,Sales,2014-01-26
Jane,F,15,user152@example.com,41555.094926965,  teacher,Ops,2044-01-03
,Unknown,49,user153@example.com,48772.23902767913,Engineer,,2035-08-05
J@ne,Female,51,user154@example.com,30331.68484737327,doctor,Ops,2022-05-08
John,Male,61,user155@example.com,67976.67429247529,Data Scientist,,2046-06-03
,,28,user156@example.com,42654.50788207535,Engineer,,2030-08-04
null,F,17,user157@example.com,96410.73523431427,Manager,hr,2029-02-04
Bob,Female,15,user158@example.com,47365.980489334506,DataScientist,hr,2032-07-11
Bob,,19,user159@example.com,38605.717384275355,manager,,2032-06-13
Alice,M,40,,43815.303218977075,Data Scientist,SALES,2031-01-12
NaN,M,69,user161@example.com,28820.58535183623,Engineer,,2014-09-14
John,F,28,user162@example.com,57234.07836054413,  teacher,Sales,2025-11-16
NaN,Unknown,53,user163@example.com,43701.50450331317,Data Scientist,HR,2010-03-14
Jane,,41,user164@example.com,66968.79185596606,Engineer,HR,2024-12-29
null,Female,23,user165@example.com,45878.787572383735,Data Scientist,IT,2035-04-01
Jane,M,29,user166@example.com,70766.6316752847,  teacher,SALES,2047-09-22
,,29,user167@example.com,61361.83623975561,  teacher,SALES,2015-10-04
John,F,40,user168@example.com,50428.95165077516,,Sales,2036-10-26
,M,56,user169@example.com,73703.48881026232,Engineer  ,Ops,2011-01-02
Chris,M,27,,64284.40191555814,manager,HR,2019-11-10
J@ne,,65,user171@example.com,94193.19239994838,doctor,Ops,2014-08-03
Bob,,46,user172@example.com,43858.17132532693,doctor,Ops,2022-06-19
,,53,user173@example.com,51149.24158187691,Manager,SALES,2020-10-25
,M,63,user174@example.com,73530.63516516394,Teacher,Ops,2013-11-10
NaN,,66,user175@example.com,26846.932822473314,Manager,HR,2029-07-01
Chris,Other,46,user176@example.com,,Teacher,,2010-12-19
Bob,,18,user177@example.com,56589.54136522206,Data Scientist,Finance,2032-11-07
,,44,user178@example.com,36676.83866829128,Teacher,Ops,2040-12-16
Chris,Female,51,user179@example.com,29554.405121733176,Engineer  ,Sales,2038-10-24
Chris,F,37,,39912.65790304574,Engineer  ,fin,2048-03-15
John,F,53,user181@example.com,15727.706415116423,manager,hr,2028-12-03
Jane,Unknown,59,user182@example.com,42656.908344627445,Engineer,Sales,2035-02-25
Chris,Female,29,user183@example.com,,doctor,,2022-10-09
Alice,Female,57,user184@example.com,42855.49038546758,manager,HR,2026-09-27
Jane,Female,43,user185@example.com,70824.69052150712,Engineer  ,fin,2042-02-09
Bob,Unknown,50,user186@example.com,74899.21404087932,Engineer,hr,2030-06-30
Bob,Female,27,user187@example.com,69134.66723938662,Manager,Sales,2041-09-08
Bob,Male,46,user188@example.com,53459.613653965476,doctor,fin,2028-06-18
Bob,Unknown,21,user189@example.com,15129.81091270296,,Finance,2048-03-22
Alice,F,65,,39444.53761951091,doctor,HR,2022-02-13
,Male,36,user191@example.com,,Data Scientist,,2010-10-03
null,Unknown,42,user192@example.com,36591.985257427834,DataScientist,IT,2032-02-08
Chris,M,16,user193@example.com,47907.417867701435,doctor,SALES,2016-10-02
Bob,M,56,user194@example.com,74151.01203040069,Engineer  ,Finance,2042-11-02
Jane,F,59,user195@example.com,25313.35205727023,Data Scientist,,2015-01-18
Jane,M,-1,user196@example.com,77175.3808417854,  teacher,SALES,2043-10-25
Chris,Female,67,user197@example.com,63270.89632631206,Teacher,,2010-05-16
,Unknown,20,user198@example.com,54023.25212416543,Manager,Finance,2011-08-07
,Male,42,user199@example.com,39295.75166388854,,hr,2045-07-30
,Female,42,,36890.74481762862,Manager,fin,2012-05-13
null,M,58,user201@example.com,25606.734281168905,  teacher,HR,2037-12-06
,,58,user202@example.com,75751.48220471581,DataScientist,fin,2018-05-06
Chris,,34,user203@example.com,73064.17340111062,doctor,Ops,2017-12-24
,Male,44,user204@example.com,28905.730571250766,manager,Sales,2018-03-25
,Female,25,user205@example.com,41710.58007640698,Data Scientist,,2018-09-16
,Unknown,999,user206@example.com,56497.17153847863,,Ops,2042-10-05
NaN,F,69,user207@example.com,45507.36292741688,  teacher,Ops,2036-07-27
Alice,Female,42,user208@example.com,21219.878644522734,DataScientist,,2011-04-03
Chris,,39,user209@example.com,,Manager,Sales,2045-10-01
J@ne,M,53,,79265.51447030029,  teacher,hr,2026-05-03
John,Male,47,user211@example.com,41150.32114378334,,Sales,2012-12-23
John,F,15,user212@example.com,47547.98994946689,,HR,2026-08-16
,Male,-1,user213@example.com,32822.33863946929,DataScientist,fin,2014-07-20
Chris,F,41,user214@example.com,58816.44477925622,Manager,hr,2032-11-14
Chris,,-1,user215@example.com,51727.27698536876,Engineer  ,IT,2045-10-29
John,Unknown,66,user216@example.com,38869.70387664532,,fin,2016-02-07
null,Male,27,user217@example.com,30430.169062888624,Data Scientist,hr,2030-09-29
John,M,55,user218@example.com,71068.15061016314,Data Scientist,Sales,2017-12-03
Chris,Unknown,17,user219@example.com,25916.848900383797,Teacher,,2029-07-15
,Unknown,53,,57557.23543384332,Manager,Sales,2019-10-13
null,,20,user221@example.com,17691.811329326403,  teacher,IT,2014-03-02
Bob,F,22,user222@example.com,60608.17524518574,Data Scientist,hr,2031-02-16
J@ne,Other,41,user223@example.com,64554.48330890091,DataScientist,HR,2029-12-09
NaN,Male,23,user224@example.com,66421.75567459871,  teacher,Sales,2037-02-08
Alice,Male,51,user225@example.com,47581.87297145198,Manager,hr,2015-07-19
Bob,Female,47,user226@example.com,,DataScientist,fin,2012-09-16
Jane,F,65,user227@example.com,84616.87542494101,doctor,IT,2018-05-20
John,,56,user228@example.com,45175.65295931055,Engineer,HR,2015-11-29
J@ne,Other,58,user229@example.com,43234.92454805109,Data Scientist,hr,2034-06-18
John,M,38,,52237.65890517404,Data Scientist,Finance,2034-02-05
John,Female,29,user231@example.com,42834.79781158689,Teacher,Sales,2048-04-05
Bob,,68,user232@example.com,40641.94705984819,Engineer  ,IT,2038-10-10
,Other,46,user233@example.com,41948.92189637736,Teacher,HR,2011-03-13
,F,46,user234@example.com,75736.34012009368,Manager,HR,2031-09-14
NaN,Other,38,user235@example.com,61578.22992553148,Teacher,Ops,2015-09-27
null,,55,user236@example.com,42785.80809112863,Engineer  ,SALES,2045-11-26
John,Unknown,66,user237@example.com,13173.12461416571,Engineer  ,IT,2023-10-08
,Male,63,user238@example.com,26833.032595902987,,HR,2022-03-06
,Unknown,63,user239@example.com,57551.43623902817,,hr,2017-08-06
Chris,Male,999,,18176.66087916774,Engineer,Ops,2027-10-10
J@ne,Female,66,user241@example.com,54394.90291177934,DataScientist,SALES,2031-06-08
,,26,user242@example.com,34016.544127024616,doctor,fin,2047-12-08
Bob,F,53,user243@example.com,51377.0866187101,Engineer  ,hr,2046-01-28
Bob,F,16,user244@example.com,50957.84452001214,doctor,Sales,2045-12-31
NaN,Other,17,user245@example.com,51808.84900836066,Data Scientist,SALES,2029-07-29
NaN,Female,63,user246@example.com,44083.672293822194,manager,IT,2016-12-25
null,F,51,user247@example.com,43590.715615884015,Engineer,Sales,2011-07-10
Chris,,63,user248@example.com,39188.14371595342,Manager,,2029-11-25
J@ne,,,user249@example.com,57258.38475862835,  teacher,,2031-11-30
Chris,Unknown,31,,62077.89012171423,doctor,IT,2045-03-19
Jane,Male,63,user251@example.com,,Teacher,fin,2020-04-05
NaN,Other,16,user252@example.com,49225.57291561596,Engineer  ,SALES,2014-06-01
null,M,16,user253@example.com,52948.73110231607,doctor,Ops,2046-08-05
Alice,,42,user254@example.com,52756.56701934563,  teacher,Finance,2033-11-20
John,Male,68,user255@example.com,52501.544293947765,Engineer  ,HR,2013-07-21
John,Female,37,user256@example.com,43969.47784482164,Manager,Finance,2024-01-21
Alice,F,51,user257@example.com,54185.456381938086,manager,,2039-03-20
,Male,46,user258@example.com,59270.4306647543,Teacher,,2029-03-04
Chris,M,47,user259@example.com,52115.54983733846,doctor,fin,2044-07-03
Alice,M,15,,57589.09754800586,,Finance,2047-04-21
null,,33,user261@example.com,64855.3011655626,Engineer,Finance,2020-06-07
J@ne,Female,16,user262@example.com,22235.89463157098,doctor,Ops,2044-12-11
Alice,Male,67,user263@example.com,64151.95762798051,doctor,fin,2042-02-23
null,Other,58,user264@example.com,55136.41647831912,  teacher,fin,2033-07-03
NaN,Male,40,user265@example.com,33325.6200839191,  teacher,IT,2023-02-05
,,46,user266@example.com,62037.06323479533,Engineer,Sales,2017-12-31
Bob,Unknown,20,user267@example.com,44025.18640964058,doctor,fin,2039-07-24
Bob,M,46,user268@example.com,46070.503455221704,DataScientist,fin,2010-12-05
Jane,Female,69,user269@example.com,42384.80326301507,Manager,hr,2040-05-13
Chris,Female,18,,54535.98266357337,  teacher,SALES,2037-02-15
J@ne,Other,69,user271@example.com,38219.7028623192,  teacher,SALES,2040-12-23
,Female,25,user272@example.com,,DataScientist,,2038-09-19
,,,user273@example.com,47917.06119207993,Engineer  ,Finance,2024-02-04
NaN,,31,user274@example.com,44536.96274768094,doctor,HR,2034-08-06
Alice,,52,user275@example.com,61293.135164209554,Engineer,Finance,2018-08-12
Chris,Female,38,user276@example.com,45206.64856521379,  teacher,IT,2011-10-02
John,Female,19,user277@example.com,64222.65238043452,Engineer,IT,2013-04-28
,,66,user278@example.com,64693.89426261299,Engineer,IT,2036-03-09
null,Female,48,user279@example.com,29977.942426715344,Manager,Sales,2022-05-29
John,,20,,66638.90303334386,,HR,2024-04-07
Jane,Female,36,user281@example.com,28069.460427471717,  teacher,SALES,2030-05-26
Alice,,25,user282@example.com,67573.70790323766,Teacher,Ops,2034-10-01
Alice,M,62,user283@example.com,80425.35788345359,Engineer  ,SALES,2019-08-04
J@ne,Male,30,user284@example.com,63122.51657403697,Engineer,Sales,2037-08-16
,F,47,user285@example.com,17645.290329504904,  teacher,IT,2028-02-13
NaN,,23,user286@example.com,65953.48579079028,Engineer  ,Sales,2041-07-28
,,20,user287@example.com,83691.93448904017,Teacher,SALES,2013-12-01
,Female,30,user288@example.com,45454.52538502956,  teacher,Ops,2021-02-14
Bob,F,43,user289@example.com,49479.45019955165,doctor,,2021-03-21
null,Unknown,17,,32172.69917110352,Engineer,HR,2012-01-15
John,F,34,user291@example.com,54681.19128229504,Teacher,Sales,2010-11-21
Jane,M,50,user292@example.com,,doctor,SALES,2036-05-25
Bob,,33,user293@example.com,60466.05692224181,Engineer,HR,2014-04-06
Alice,Female,40,user294@example.com,97129.50465931698,Data Scientist,SALES,2021-01-17
John,,17,user295@example.com,50495.40564448696,manager,SALES,2021-10-03
Chris,F,33,user296@example.com,25539.899488771036,DataScientist,Ops,2025-02-16
,Female,34,user297@example.com,52564.56457352329,Engineer,,2041-09-29
Jane,Other,46,user298@example.com,13753.223521812652,Teacher,HR,2039-08-28
Chris,Unknown,21,user299@example.com,42003.441127032296,Teacher,IT,2030-04-28
NaN,,66,,74365.73087900318,manager,HR,2040-08-19
,Other,55,user301@example.com,54877.00472947657,  teacher,fin,2044-02-21
John,Other,47,user302@example.com,52691.25219246903,DataScientist,IT,2036-05-11
,F,54,user303@example.com,77311.70565073035,Engineer  ,HR,2036-03-30
Bob,Other,53,user304@example.com,45941.00162504945,Engineer,hr,2026-02-15
J@ne,M,32,user305@example.com,68927.30619401163,  teacher,hr,2034-07-23
Bob,M,54,user306@example.com,51939.60462749511,doctor,SALES,2032-08-22
NaN,F,15,user307@example.com,,Engineer  ,IT,2047-01-20
null,Female,25,user308@example.com,31740.427162054806,DataScientist,HR,2040-02-19
Chris,Male,42,user309@example.com,42769.29807757675,  teacher,SALES,2020-08-16
Bob,Female,-1,,29037.226507341897,,Finance,2037-05-24
J@ne,Female,39,user311@example.com,48571.323826619824,Engineer  ,SALES,2045-02-26
null,Female,64,user312@example.com,55856.035158744,Manager,Sales,2038-08-01
Bob,Female,37,user313@example.com,33349.42842362822,Manager,hr,2018-09-23
Alice,,45,user314@example.com,80737.68384027235,Engineer,Finance,2027-03-21
J@ne,Male,44,user315@example.com,54171.59028637941,Engineer,,2043-11-15
Chris,,56,user316@example.com,50866.93378377829,Engineer,Sales,2032-07-25
Jane,Other,49,user317@example.com,61544.86627018438,DataScientist,IT,2045-09-03
,Unknown,21,user318@example.com,37566.07878701117,,SALES,2044-04-24
null,Female,30,user319@example.com,52452.1621875118,  teacher,hr,2043-07-26
Alice,Unknown,40,,39247.00669463613,doctor,,2032-11-28
Jane,M,62,user321@example.com,73380.19865133474,Data Scientist,hr,2012-04-15
John,F,-1,user322@example.com,34120.40975904378,Teacher,Ops,2042-05-18
J@ne,F,66,user323@example.com,50947.4818896076,doctor,hr,2023-06-04
Alice,,63,user324@example.com,54939.73677727664,  teacher,,2025-05-18
,,16,user325@example.com,55922.386166115524,,,2013-05-12
John,M,15,user326@example.com,41281.472403757514,DataScientist,SALES,2043-10-11
John,Female,62,user327@example.com,36567.35896782353,Engineer  ,IT,2046-05-20
null,Unknown,26,user328@example.com,41498.072404308514,doctor,,2034-11-19
J@ne,,19,user329@example.com,57924.881513154236,Engineer  ,hr,2046-03-04
Alice,Unknown,51,,47842.313436320546,Data Scientist,IT,2034-09-10
NaN,Male,46,user331@example.com,61943.13212678782,  teacher,HR,2023-09-10
Alice,Other,69,user332@example.com,57155.0557909261,,hr,2024-11-10
Bob,F,23,user333@example.com,15846.30952850588,  teacher,fin,2022-03-13
John,Other,55,user334@example.com,53712.46695255816,Teacher,SALES,2045-03-26
Chris,Male,49,user335@example.com,83756.82151724405,DataScientist,Sales,2025-10-05
John,,33,user336@example.com,69879.03576557497,Teacher,SALES,2033-11-27
John,Unknown,62,user337@example.com,56330.19741060453,  teacher,,2048-04-12
,F,30,user338@example.com,34109.11804295084,Teacher,,2029-01-07
,Other,17,user339@example.com,57163.30574188469,manager,Ops,2027-06-13
NaN,,34,,61096.24909817388,  teacher,fin,2041-10-13
Jane,,38,user341@example.com,,,,2016-02-14
Jane,Male,68,user342@example.com,54751.130882066565,doctor,hr,2033-08-21
,,,user343@example.com,72644.9368759406,,IT,2020-09-27
John,Other,47,user344@example.com,37140.88370387411,manager,fin,2033-01-16
Jane,,38,user345@example.com,34125.5059256131,doctor,,2011-03-06
J@ne,Unknown,66,user346@example.com,60390.48988991319,manager,Sales,2024-04-14
NaN,Female,25,user347@example.com,56863.13954297121,doctor,IT,2017-08-20
Jane,,63,user348@example.com,65432.57443119217,,Ops,2010-10-10
,,22,user349@example.com,58546.90717855655,  teacher,Finance,2017-07-09
Bob,Male,50,,41483.6740523871,Engineer,Ops,2048-04-26
Jane,Other,52,user351@example.com,56482.88977198107,Manager,SALES,2013-11-24
NaN,Unknown,54,user352@example.com,32868.101850557396,Manager,fin,2015-11-15
null,Female,34,user353@example.com,46245.21932400509,manager,SALES,2013-03-31
null,Female,49,user354@example.com,57541.98846449606,Manager,,2041-11-10
J@ne,Male,62,user355@example.com,44592.286749141655,,HR,2029-07-22
Alice,M,39,user356@example.com,87020.78273344741,Engineer  ,,2019-11-03
Alice,Unknown,49,user357@example.com,21617.236267644996,manager,Sales,2023-11-19
Jane,Unknown,39,user358@example.com,41787.64464501784,doctor,fin,2021-08-29
Chris,F,43,user359@example.com,35933.30249195134,DataScientist,HR,2019-10-20
Bob,Male,32,,39494.7678881307,Teacher,IT,2029-08-19
,Female,60,user361@example.com,40355.02664778682,,HR,2019-08-25
Bob,Female,32,user362@example.com,30103.689697115104,doctor,Sales,2030-06-23
null,,16,user363@example.com,61290.53222858941,Engineer  ,hr,2041-01-20
Jane,Male,68,user364@example.com,41793.570539193475,DataScientist,SALES,2033-03-13
NaN,M,49,user365@example.com,52453.60003382982,Manager,,2018-12-23
,F,30,user366@example.com,43477.61357134632,Engineer  ,,2042-10-26
Bob,Other,55,user367@example.com,39636.79381570686,manager,fin,2042-04-20
NaN,Male,50,user368@example.com,75084.18854130275,Data Scientist,Sales,2022-08-14
,F,47,user369@example.com,63843.98273314112,Data Scientist,Finance,2013-06-09
Bob,Unknown,18,,21976.99400067283,Manager,,2037-03-29
J@ne,F,47,user371@example.com,20387.938274961696,Data Scientist,Sales,2028-01-23
null,,28,user372@example.com,65639.1325345473,Data Scientist,Finance,2021-12-26
John,,35,user373@example.com,42202.19912676869,doctor,Finance,2022-02-06
,Female,62,user374@example.com,25263.76499098666,doctor,Finance,2035-04-22
null,,34,user375@example.com,65686.02698810512,Teacher,hr,2023-04-23
,Other,,user376@example.com,52536.860751486354,  teacher,HR,2039-03-13
Chris,Male,22,user377@example.com,53773.56627248479,Manager,Ops,2010-08-08
Jane,,21,user378@example.com,62143.08908008861,Data Scientist,,2043-09-27
,Female,17,user379@example.com,30350.342625764097,Teacher,Finance,2025-09-21
NaN,,31,,25527.48767923753,Manager,Sales,2044-05-01
,,47,user381@example.com,73714.31442354803,Data Scientist,IT,2033-02-27
